loss,mape,val_loss,val_mape
0.04105597361922264,302700.65625,0.013319493271410465,145.39527893066406
0.01142154261469841,106672.421875,0.009589346125721931,108.4090805053711
0.010507671162486076,105471.7890625,0.009000537917017937,99.12283325195312
0.010000549256801605,99895.6015625,0.008672687225043774,83.65094757080078
0.00939253717660904,87685.8046875,0.008110427297651768,87.98311614990234
0.008930846117436886,82743.40625,0.007511379662901163,82.3616714477539
0.008492698892951012,73369.828125,0.007109828758984804,79.93267059326172
0.00798823032528162,75276.625,0.006753426510840654,75.25690460205078
0.007596744690090418,67453.2109375,0.006343686021864414,70.1274185180664
0.007161574903875589,71075.703125,0.005968266632407904,74.03047180175781
0.006652842275798321,61034.0234375,0.0055860308930277824,71.5950927734375
0.006164052989333868,65085.6953125,0.005161429289728403,64.33158111572266
0.005672895815223455,62411.24609375,0.004686905536800623,61.96950149536133
0.005204849876463413,56441.6796875,0.004225404933094978,56.32693099975586
0.0047501977533102036,51903.42578125,0.003959097433835268,53.18851852416992
0.004488863982260227,53445.8671875,0.0036904052831232548,47.40397644042969
0.0043379170820117,46080.46484375,0.0036045836750417948,45.629615783691406
0.004186592530459166,55761.984375,0.003710505785420537,43.151329040527344
0.004088194575160742,42549.26171875,0.003955861087888479,37.699642181396484
0.003970695659518242,40326.59765625,0.003619573311880231,41.329952239990234
0.004068555776029825,49258.9296875,0.003524542087689042,37.077667236328125
0.003962537739425898,39695.8984375,0.0035270527005195618,43.81085205078125
0.0038991491310298443,42476.37109375,0.003572304965928197,43.961219787597656
0.0038810581900179386,39641.3359375,0.003382733091711998,40.37199783325195
0.003911931999027729,41494.20703125,0.0033414119388908148,40.855812072753906
0.0038086946588009596,51509.52734375,0.003771865973249078,38.08518981933594
0.0038091789465397596,36420.59765625,0.0033852241467684507,49.339202880859375
0.0037446252536028624,49025.3046875,0.0033092352095991373,34.131553649902344
0.003669606987386942,40347.3828125,0.0034184399992227554,40.31718444824219
0.003663191804662347,43864.8203125,0.0032393333967775106,37.638999938964844
0.0036570283118635416,31242.626953125,0.0033620467875152826,39.62217712402344
0.0036767791025340557,38419.8046875,0.003241301514208317,39.426475524902344
0.00363160390406847,33754.95703125,0.003203195985406637,40.617652893066406
0.00362572493031621,44309.23046875,0.003413551952689886,40.17369842529297
0.003580880118533969,42237.30859375,0.0032995259389281273,40.540340423583984
0.003566114231944084,44089.16015625,0.003254429204389453,37.71180725097656
0.0035560387186706066,41939.1796875,0.0031277660746127367,38.89374923706055
0.003536915872246027,37760.7578125,0.003322141245007515,45.92928695678711
0.0035601817071437836,32257.26953125,0.003127208910882473,35.54618835449219
0.0034906351938843727,39666.44921875,0.0030821736436337233,34.65990447998047
0.0035152584314346313,42526.890625,0.0031144325621426105,36.032470703125
0.0034705642610788345,45233.48046875,0.0030781372915953398,38.36167526245117
0.003471815027296543,39622.4375,0.0030829303432255983,33.12330627441406
0.0034849410876631737,42683.23046875,0.003098281566053629,33.99564743041992
0.0034392678644508123,44753.609375,0.0030937802512198687,33.0867919921875
0.003420215332880616,39041.4140625,0.00306161236949265,35.87007522583008
0.003376408014446497,36858.00390625,0.003001399105414748,33.500179290771484
0.003407492768019438,34624.05078125,0.003242458449676633,43.16571807861328
0.0033927415497601032,39156.73046875,0.0030323031824082136,30.17900276184082
0.0033710438292473555,36473.4453125,0.0030305141117423773,35.055850982666016
0.003372699022293091,44861.5234375,0.003160209860652685,42.57218933105469
0.0033539405558258295,40732.31640625,0.003157079918310046,40.52127456665039
0.003333104308694601,37446.30859375,0.003021813230589032,31.8846492767334
